ID,Edad,Ingresos,Monto_Inicial,Scoring_Crediticio,Meses_Empleo,Num_Creditos,Ratio_Interes,Duracion,Ratio_Deuda_Ingresos,Estudios,Posesion_Hipoteca,Personas_Cargo,Fiador,Impago,Prima,Tipo_Jornada_Laboral_Autónomo,Tipo_Jornada_Laboral_Desempleado,Tipo_Jornada_Laboral_Jornada completa,Tipo_Jornada_Laboral_Tiempo parcial,Estado_Civil_Casado,Estado_Civil_Divorciado,Estado_Civil_Soltero,Cluster_KMeans
3Q6456,52,29596,12412,427,292,3,12.9,12,0.37,0,1,0,1,1,182.09,1,0,0,0,1,0,0,0
RN7Z1X,69,81745,20644,321,372,4,23.66,36,0.1,2,1,0,0,0,417.09,1,0,0,0,1,0,0,0
7CL4F5,54,24858,13155,672,282,2,7.45,48,0.14,0,0,0,0,0,62.52,0,0,0,1,1,0,0,0
FQ9CBA,22,24958,11822,796,0,3,19.67,24,0.22,1,0,1,1,1,81.31,0,0,0,1,0,0,1,0
L34UPJ,68,76087,28376,357,406,2,17.25,48,0.1,3,0,1,0,0,465.98,0,0,0,1,0,1,0,0
HIP7R7,20,16000,7609,497,23,2,21.92,48,0.12,0,0,0,1,0,102.33,0,0,0,1,0,0,1,0
0WQX11,18,19459,5000,683,0,2,23.18,48,0.1,0,1,1,0,1,48.79,1,0,0,0,0,0,1,0
BPDIAH,58,33387,7276,369,359,2,12.8,36,0.1,0,1,0,0,0,87.64,0,0,0,1,1,0,0,0
PE4K17,33,47547,30929,752,52,3,22.71,36,0.21,3,0,0,1,0,234.64,0,1,0,0,1,0,0,1
VEPZW1,18,18614,9576,762,0,3,5.51,48,0.11,1,0,0,1,0,39.72,1,0,0,0,0,0,1,0
VC61JM,34,49041,26594,475,116,3,13.56,24,0.23,2,0,1,0,1,409.88,0,1,0,0,1,0,0,1
EVE21D,51,39433,7636,592,311,1,20.0,24,0.1,0,1,0,1,0,72.31,0,0,1,0,1,0,0,0
1Q6HU4,64,40291,9855,518,365,3,3.68,48,0.1,0,1,0,1,1,106.21,0,0,0,1,1,0,0,0
R5EMMN,19,29995,5812,440,0,3,20.19,60,0.1,1,1,1,1,1,135.31,0,0,0,1,0,0,1,0
Y2WOCV,29,43796,11295,511,28,3,17.26,36,0.1,3,0,0,0,0,176.5,0,0,0,1,0,0,1,0
E5ELSZ,56,50480,24894,419,405,4,6.93,12,0.52,1,0,1,0,1,396.5,1,0,0,0,1,0,0,1
J4W71X,28,35814,12825,675,23,2,9.75,24,0.15,2,0,0,1,0,64.0,0,1,0,0,1,0,0,0
JHCRIC,69,48348,25654,842,482,2,14.12,48,0.13,0,1,0,1,0,132.74,1,0,0,0,1,0,0,0
QFSVMZ,46,56458,45696,458,193,2,24.57,48,0.22,2,0,0,1,0,794.08,1,0,0,0,0,0,1,1
HUT8JA,64,40124,20112,450,457,1,18.93,36,0.15,0,0,1,1,0,237.72,0,0,0,1,1,0,0,0
ZQPPTY,28,49261,13708,693,36,4,17.53,60,0.1,2,1,1,1,0,211.6,0,1,0,0,0,0,1,0
NRJQDK,27,39716,9081,408,0,1,12.2,24,0.12,3,1,1,1,0,109.71,0,0,0,1,0,0,1,0
FC2J57,48,37476,15613,590,308,2,19.54,60,0.1,0,1,0,1,0,227.75,0,0,0,1,1,0,0,0
R6EAM1,32,57565,29473,618,66,2,3.57,60,0.11,2,1,0,0,0,233.56,1,0,0,0,1,0,0,0
LYZBTH,37,21701,15583,801,180,4,14.31,48,0.19,0,1,0,0,0,106.33,0,0,0,1,1,0,0,0
IOOCJL,35,90866,74192,709,58,3,2.45,12,0.55,3,0,0,1,0,473.91,0,0,0,1,1,0,0,1
W0AMLZ,36,30288,8086,313,153,1,9.87,36,0.1,1,0,1,0,0,73.95,0,1,0,0,1,0,0,0
1OH050,52,41163,17437,321,296,2,4.8,36,0.13,0,0,0,0,0,124.04,0,0,0,1,0,1,0,0
IXNH9A,42,55801,35907,790,155,4,10.98,24,0.33,3,1,0,1,0,264.18,0,0,0,1,1,0,0,1
SB50BH,20,16726,5000,677,25,1,3.39,48,0.1,0,1,1,0,0,26.24,0,0,0,1,0,0,1,0
CYYYGA,69,57141,40609,683,504,3,21.93,48,0.16,0,1,1,1,0,461.85,0,0,1,0,1,0,0,1
IJUL69,30,35323,15413,825,94,3,22.78,60,0.1,1,1,1,1,1,137.03,0,0,1,0,1,0,0,0
1QXAVE,37,91339,45671,778,114,1,4.61,24,0.28,3,1,0,1,0,172.9,0,1,0,0,0,0,1,1
RM105D,58,30714,18762,779,330,2,4.55,24,0.26,0,0,1,0,0,69.63,0,0,1,0,0,0,1,1
38P3DP,44,74106,80000,761,200,4,17.13,12,0.55,2,0,0,0,0,782.99,1,0,0,0,1,0,0,1
H4BJUZ,40,36994,21154,710,185,2,18.99,24,0.28,0,0,1,0,0,149.81,0,0,1,0,1,0,0,1
RE3HTZ,32,30038,9544,740,137,2,5.84,48,0.1,0,0,1,1,0,41.71,0,0,0,1,0,0,1,0
CDMN0D,34,36375,15035,680,47,3,20.6,36,0.12,3,0,1,0,0,151.12,1,0,0,0,1,0,0,0
9G39WT,35,47618,32629,753,78,2,16.8,36,0.2,2,1,1,1,0,263.07,0,1,0,0,0,1,0,1
7U7URE,31,25970,18280,713,134,3,5.76,48,0.17,0,1,0,1,0,94.73,1,0,0,0,0,0,1,0
IDTX5Q,20,28603,8058,584,0,3,16.79,60,0.1,1,1,1,1,1,162.46,0,0,0,1,0,0,1,0
1A11SE,49,35171,48664,849,299,3,4.7,60,0.32,0,1,0,1,0,318.83,0,0,0,1,1,0,0,1
RNKT7F,35,85594,49732,602,81,2,12.33,36,0.19,3,1,1,0,0,521.32,0,0,0,1,1,0,0,1
6Z4YA7,66,44527,6489,433,442,2,6.24,12,0.15,0,1,1,0,0,45.62,0,0,1,0,0,1,0,0
608MEL,48,49008,29579,749,274,2,2.13,60,0.11,0,0,0,1,0,130.59,0,1,0,0,0,1,0,0
3QJX7V,34,60092,27430,596,87,1,22.66,24,0.24,2,1,1,0,0,362.6,1,0,0,0,1,0,0,1
VB1ZZA,45,69152,54598,545,208,1,24.7,36,0.29,2,0,1,0,1,800.0,1,0,0,0,1,0,0,1
3I8H1Z,57,41399,14509,386,377,1,19.38,24,0.19,0,0,1,1,0,163.74,1,0,0,0,0,1,0,0
VHID23,27,38350,24837,790,45,3,2.08,36,0.23,2,0,0,1,0,109.12,1,0,0,0,0,0,1,1
LIXKFH,55,68368,29197,561,349,4,2.56,24,0.2,2,0,1,0,0,303.54,0,0,1,0,1,0,0,1
ED30RW,45,52147,17915,485,175,4,15.37,12,0.3,1,0,1,0,0,294.09,0,1,0,0,1,0,0,1
DNQJWJ,41,29076,21915,594,214,1,5.23,12,0.55,0,0,0,1,1,158.47,1,0,0,0,0,1,0,1
PNZG1T,46,27886,10349,536,228,4,6.57,60,0.1,0,1,1,1,0,150.03,0,1,0,0,0,1,0,0
R44CJ8,33,41706,14245,481,78,3,19.61,48,0.1,2,1,1,0,1,293.02,0,0,1,0,0,1,0,0
ZJ4WCO,21,16000,5000,732,27,2,15.55,48,0.1,0,0,1,0,0,32.32,0,1,0,0,0,0,1,0
C9AXDO,26,33180,20514,709,8,1,13.55,24,0.33,2,0,0,1,0,127.46,0,0,0,1,0,0,1,1
Q909I8,40,28847,26870,666,204,3,24.16,60,0.18,0,0,1,1,0,297.21,0,0,1,0,0,0,1,0
NH4EGI,69,37838,18656,422,580,4,12.5,36,0.16,0,1,1,0,0,321.11,0,0,1,0,1,0,0,0
HMSOFC,33,43612,11936,347,95,2,20.63,24,0.15,2,0,0,1,0,138.31,0,1,0,0,1,0,0,0
GZ4SM6,52,68122,39585,790,282,4,17.13,60,0.11,2,1,1,1,0,440.33,1,0,0,0,1,0,0,1
LSQJ7U,61,41812,11423,518,398,4,12.63,48,0.1,0,1,0,0,0,203.5,0,1,0,0,1,0,0,0
2IOVPE,36,46996,21741,665,108,1,2.21,12,0.52,1,0,0,0,1,118.71,0,1,0,0,0,1,0,1
GP68PO,61,29049,10993,381,414,3,19.78,36,0.13,0,0,1,1,0,167.27,0,0,0,1,1,0,0,0
K987PO,44,72114,25458,450,180,2,23.73,48,0.1,2,0,1,1,0,405.5,0,0,0,1,1,0,0,0
EE95WS,63,37553,19142,569,410,2,24.1,60,0.1,1,0,0,1,0,248.2,1,0,0,0,0,1,0,0
ZIN6NB,42,31613,11197,501,169,4,8.27,48,0.1,1,1,1,1,0,185.01,1,0,0,0,1,0,0,0
1GQ0OU,64,61416,11386,510,407,2,20.08,36,0.1,1,1,1,0,0,186.71,1,0,0,0,1,0,0,0
QAXPMY,51,87087,27286,830,221,1,8.53,24,0.18,2,0,1,1,0,98.14,1,0,0,0,0,1,0,1
LAFQJW,43,44764,30220,483,178,3,15.93,36,0.23,2,0,0,0,0,464.85,0,0,1,0,0,1,0,0
DAZNWT,21,25948,5000,488,0,4,22.47,48,0.1,1,0,1,0,1,106.31,1,0,0,0,0,0,1,0
4GO9JA,41,32778,29176,830,174,4,15.62,36,0.32,0,0,1,0,0,242.61,1,0,0,0,1,0,0,1
GJIW19,37,24427,28296,827,163,3,9.52,12,0.55,0,0,1,1,0,178.4,1,0,0,0,1,0,0,1
OY9RSG,64,32472,17218,808,452,1,10.06,60,0.1,0,1,1,0,0,87.25,0,1,0,0,0,1,0,0
KKSHOF,64,51488,12951,493,410,2,6.2,24,0.12,1,0,0,0,0,95.03,0,0,0,1,1,0,0,0
VTK204,21,21270,5000,627,0,2,23.16,12,0.22,1,0,1,0,1,47.12,0,0,0,1,0,0,1,0
8TPHGX,42,39286,16720,421,168,1,16.88,24,0.21,1,1,0,0,0,241.32,0,0,1,0,0,1,0,0
JE4LWB,61,40516,20497,849,436,2,10.99,24,0.28,0,1,1,1,0,96.83,1,0,0,0,0,0,1,1
61TG7A,59,52474,37839,615,414,2,6.49,12,0.55,1,1,1,0,0,375.09,0,0,0,1,1,0,0,1
EN1EQL,55,39501,17748,446,296,4,21.59,48,0.12,0,0,1,0,0,336.73,0,0,1,0,1,0,0,0
GL0TWM,41,63810,26667,779,198,4,8.94,36,0.13,2,1,0,1,0,157.53,0,0,0,1,1,0,0,1
MVTTX3,50,32799,11860,379,294,3,8.0,12,0.41,0,0,1,0,0,156.71,0,0,1,0,0,1,0,1
Y83BZM,47,54000,37129,647,198,3,21.99,24,0.39,1,0,1,1,0,542.31,0,1,0,0,1,0,0,1
PONU60,32,45725,20552,837,99,2,13.44,12,0.51,1,1,0,1,0,143.88,0,0,1,0,0,0,1,1
CYJEL6,39,26622,22758,696,211,1,15.52,48,0.24,0,1,0,1,0,187.74,0,1,0,0,0,1,0,0
DONHW6,36,39938,14194,327,157,4,3.92,60,0.1,1,1,0,1,0,205.75,0,1,0,0,1,0,0,0
EIJ3XR,32,35103,7166,315,71,4,7.04,48,0.1,2,0,0,0,0,80.28,0,1,0,0,0,0,1,0
QENQPB,35,26992,13664,496,137,3,7.83,48,0.14,0,0,1,1,0,135.96,0,0,0,1,0,0,1,0
4KYZED,25,37578,27709,752,17,3,17.08,24,0.36,1,1,1,1,0,257.81,0,1,0,0,0,0,1,1
R99WVK,36,76451,80000,791,96,3,9.34,24,0.52,3,1,1,0,0,748.91,0,1,0,0,1,0,0,1
CLKZJ8,47,48796,49288,754,289,1,20.91,48,0.24,1,0,1,1,0,335.55,0,1,0,0,1,0,0,1
RVHLIH,37,41318,20574,386,176,1,6.79,24,0.23,0,1,1,0,0,183.09,0,0,1,0,1,0,0,0
Y2SBZ1,56,87371,23447,791,306,2,8.21,24,0.15,3,1,1,0,0,108.81,0,0,0,1,1,0,0,1
17DUQJ,29,39800,8437,344,30,1,12.88,60,0.1,2,1,1,1,0,132.39,0,0,1,0,1,0,0,0
Y1N35T,57,35730,17729,633,364,2,18.05,12,0.51,0,1,1,0,0,256.25,1,0,0,0,1,0,0,1
S3FGNO,39,40286,15077,446,153,1,23.27,48,0.1,1,0,0,1,1,183.34,0,0,0,1,1,0,0,0
4YBGWK,39,27390,19955,562,162,2,22.68,24,0.39,0,0,1,0,0,268.76,1,0,0,0,0,0,1,1
SHPVPD,19,21774,7281,818,0,1,6.78,48,0.1,1,0,1,1,0,25.73,1,0,0,0,0,0,1,0
YV6BQP,29,51291,40433,648,30,4,24.6,48,0.21,3,1,1,0,0,800.0,1,0,0,0,1,0,0,1
K5642H,20,20364,5000,809,0,1,18.57,36,0.1,1,0,0,1,1,25.1,0,1,0,0,0,0,1,0
DU3CJ4,21,27823,5000,610,0,4,18.39,12,0.2,1,1,1,0,1,71.92,0,0,1,0,0,0,1,0
58NS8V,48,35181,24113,624,249,1,7.89,60,0.15,0,0,1,0,0,155.52,0,0,1,0,0,1,0,0
3GJAZD,27,36155,22048,544,54,3,17.05,48,0.15,1,1,1,0,0,445.65,0,0,0,1,0,0,1,0
UPAURF,60,54048,29225,565,369,3,6.3,24,0.31,1,1,0,1,0,314.09,0,0,0,1,0,1,0,1
DIKB2O,69,41891,14282,342,436,4,22.17,24,0.16,0,1,1,1,0,265.12,0,0,0,1,0,1,0,0
JWGNZQ,37,57813,30782,830,73,1,9.51,36,0.17,3,1,0,0,0,127.86,0,0,1,0,1,0,0,1
G0S9D9,46,67270,69554,605,190,2,12.32,24,0.46,2,0,0,0,1,778.54,0,1,0,0,0,1,0,1
634SN6,21,17153,5000,427,44,2,4.76,12,0.26,0,0,1,1,0,36.05,0,0,1,0,0,0,1,0
1YORVB,30,44625,29719,660,59,1,4.12,60,0.14,1,0,0,0,0,141.23,1,0,0,0,1,0,0,0
KDNKXB,55,33682,9630,717,286,4,20.29,24,0.13,0,0,0,0,1,67.16,1,0,0,0,1,0,0,0
QQBGOI,18,21637,5531,497,11,2,23.04,48,0.1,0,1,1,1,0,95.55,1,0,0,0,0,0,1,0
QN6Z88,33,53945,31566,612,72,4,11.72,24,0.32,2,0,1,0,0,370.12,0,0,1,0,1,0,0,1
JZZUSA,60,32046,12523,592,381,3,12.22,12,0.4,0,1,1,0,0,184.45,0,1,0,0,1,0,0,1
VKJIVC,49,56128,42141,646,236,1,21.31,60,0.17,1,0,0,1,0,421.66,0,1,0,0,0,1,0,1
NZ739N,63,42046,18031,827,475,3,11.89,24,0.21,0,0,0,1,0,77.86,1,0,0,0,0,1,0,1
WTDQSU,46,25785,20515,765,212,2,3.23,36,0.29,0,1,1,1,0,90.22,0,1,0,0,0,1,0,1
RDBSI7,53,30805,5000,344,278,4,10.85,60,0.1,0,0,1,0,0,76.24,0,1,0,0,1,0,0,0
AOQL5I,37,56606,25003,369,164,3,4.09,24,0.22,1,1,1,0,0,302.04,1,0,0,0,1,0,0,0
KWCUB3,24,22389,5000,573,65,3,9.39,60,0.1,0,1,0,1,1,56.06,1,0,0,0,0,0,1,0
HGRZ7C,57,33943,19933,799,396,2,7.84,60,0.13,0,1,0,1,0,83.19,0,0,1,0,0,1,0,0
SW20O4,35,77341,55266,757,101,2,24.67,36,0.24,3,1,0,1,0,414.04,1,0,0,0,1,0,0,1
5XBKDK,29,53232,35063,736,53,4,16.08,36,0.22,2,1,1,0,0,433.5,0,0,0,1,1,0,0,1
0GH453,47,66420,67966,622,196,2,23.04,36,0.39,2,1,1,1,0,800.0,0,1,0,0,1,0,0,1
ES507Q,26,44928,16514,305,11,4,15.42,48,0.1,2,0,0,1,0,264.57,0,1,0,0,0,0,1,0
JB24ZB,55,36213,10924,371,343,4,18.03,36,0.11,1,0,1,1,0,204.18,0,0,0,1,1,0,0,0
G9FP6Y,33,61579,12952,314,86,1,12.27,60,0.1,2,0,1,1,0,176.68,0,1,0,0,1,0,0,0
7LR6EM,44,43936,27292,822,187,4,4.82,48,0.16,1,1,1,1,0,155.14,1,0,0,0,1,0,0,0
F6GAG4,50,51044,15678,368,273,4,12.88,24,0.15,1,0,0,0,0,203.51,0,1,0,0,1,0,0,0
816IEZ,27,25579,27049,803,38,4,14.69,48,0.24,1,1,1,0,0,249.79,0,0,0,1,0,0,1,0
961BRE,37,35346,18964,470,201,2,17.69,24,0.25,0,1,1,0,0,308.59,0,0,0,1,1,0,0,0
MNG1OM,42,46954,27346,585,243,2,20.51,36,0.21,1,1,0,1,0,397.86,0,1,0,0,1,0,0,0
2DBTIJ,50,40292,18504,436,247,2,24.08,60,0.1,1,0,1,0,0,316.46,0,0,1,0,1,0,0,0
YAIT8F,22,25114,5000,384,0,1,24.12,48,0.1,1,0,1,1,0,67.85,0,0,0,1,0,0,1,0
I79Q6X,47,67405,19651,485,160,1,16.58,36,0.1,3,1,1,1,0,307.91,1,0,0,0,0,0,1,0
6W9K2Z,49,86849,42463,794,257,2,16.24,24,0.27,2,1,0,0,0,288.89,0,1,0,0,1,0,0,1
92WTPA,33,51578,14097,535,53,3,17.22,12,0.25,3,0,1,0,0,220.28,0,1,0,0,0,0,1,1
Z4YT6R,44,32123,18326,544,269,2,11.6,24,0.27,0,1,0,1,0,198.61,1,0,0,0,0,0,1,0
G8B2FF,46,38956,17999,516,220,2,15.13,36,0.17,1,0,1,1,0,219.16,0,1,0,0,1,0,0,0
FQ8ZB9,64,58397,7418,370,326,3,10.36,24,0.1,1,1,0,0,0,82.51,0,0,1,0,1,0,0,0
1V1F5U,67,47761,26107,350,466,1,9.27,36,0.18,0,1,1,0,0,253.52,0,1,0,0,0,0,1,0
CG3ZW5,57,67339,29245,514,332,4,16.09,24,0.22,1,0,0,0,0,525.3,0,1,0,0,0,1,0,1
03EK86,54,48327,27497,498,258,1,5.91,36,0.19,1,1,1,0,0,241.7,0,0,0,1,1,0,0,0
F6HB47,57,56431,10584,423,304,2,21.05,60,0.1,3,0,1,1,0,196.19,0,1,0,0,1,0,0,0
ONBI88,24,31749,5000,596,10,3,3.85,48,0.1,1,1,1,1,0,49.1,1,0,0,0,0,0,1,0
2TDREJ,18,16721,5774,411,0,2,18.21,48,0.1,0,1,1,1,0,96.23,1,0,0,0,0,0,1,0
2M582D,55,32970,14162,337,341,2,6.96,12,0.48,0,1,1,1,0,154.8,1,0,0,0,1,0,0,1
NQRXIE,67,60364,32583,827,422,2,16.07,36,0.16,2,0,1,1,0,199.31,0,0,1,0,1,0,0,1
6T96I7,30,28714,9983,529,86,3,15.68,24,0.19,1,0,1,1,1,119.56,1,0,0,0,0,0,1,0
2PVDVR,33,61210,20124,846,96,4,9.82,12,0.37,2,1,1,1,0,134.5,0,0,1,0,1,0,0,1
GB4THZ,49,32428,15350,596,229,1,23.36,24,0.21,0,0,0,0,0,143.25,0,1,0,0,0,0,1,0
RATI4X,39,39739,34004,689,179,2,14.68,36,0.25,0,0,1,0,0,266.24,1,0,0,0,1,0,0,1
1XN8JK,29,34038,35145,694,65,2,2.92,12,0.55,1,1,0,1,0,245.75,1,0,0,0,0,0,1,1
495MQW,34,41083,22432,451,123,4,5.37,48,0.15,1,0,1,1,0,267.1,1,0,0,0,1,0,0,0
4QGL65,56,31856,16953,557,412,1,16.36,24,0.24,0,1,1,0,0,217.42,1,0,0,0,0,1,0,0
VCZI6A,29,43490,8285,404,9,1,16.53,60,0.1,3,1,1,0,0,157.03,0,0,0,1,1,0,0,0
N5A1ML,25,38609,29188,553,16,4,12.89,24,0.39,2,0,1,1,0,489.77,0,0,1,0,0,0,1,1
OW0SOA,39,70692,52770,734,158,1,17.24,36,0.27,2,0,0,1,0,367.52,0,0,0,1,1,0,0,1
5DDIXV,52,30511,10545,668,289,1,22.24,36,0.13,0,1,0,0,1,75.59,0,1,0,0,1,0,0,0
9NZ1CG,59,42402,16955,624,440,1,20.9,36,0.12,0,0,1,0,0,140.41,0,1,0,0,1,0,0,0
0BTR6B,55,61977,34061,569,268,1,16.62,36,0.2,2,1,1,0,0,507.37,0,0,1,0,0,0,1,1
G5BEWU,21,19953,5000,839,34,3,11.32,48,0.1,0,0,1,1,0,23.94,0,0,0,1,0,0,1,0
5EJG69,36,27574,10408,826,168,2,8.9,48,0.1,0,1,0,0,0,45.56,1,0,0,0,1,0,0,0
P5ILA4,48,39356,12189,412,207,1,10.75,24,0.13,1,1,0,0,0,105.07,0,0,1,0,1,0,0,0
6EVCDH,51,44632,13424,334,252,3,19.32,48,0.1,2,1,0,1,1,257.65,0,1,0,0,1,0,0,0
OUAFUT,31,33166,24573,743,88,3,17.83,12,0.55,1,0,1,0,0,263.99,0,1,0,0,1,0,0,1
8U9K24,59,57807,44202,739,312,4,11.97,12,0.55,2,0,1,0,0,419.9,0,0,1,0,0,0,1,1
XE4S3U,48,37713,32641,620,270,3,24.9,24,0.42,0,1,0,1,1,526.52,0,0,0,1,0,1,0,1
K5FD49,24,24059,8616,632,7,3,16.72,36,0.11,1,0,1,1,0,99.17,0,1,0,0,1,0,0,0
Q7QYUM,41,48586,27592,425,160,1,13.12,12,0.53,1,0,1,0,0,415.17,0,1,0,0,0,0,1,1
07KFAL,21,20479,5000,727,23,2,12.99,12,0.26,0,0,0,1,0,23.38,0,0,1,0,0,0,1,0
F00T39,33,18832,10698,720,164,3,15.06,48,0.15,0,0,0,1,0,67.28,0,0,1,0,0,0,1,0
D2L93D,62,43126,16480,323,478,2,10.04,24,0.21,0,1,1,1,0,199.09,0,0,1,0,1,0,0,0
Z9Y8NC,48,92791,80000,844,230,4,2.82,36,0.29,2,1,1,1,0,519.56,0,0,1,0,1,0,0,1
8JBZL5,58,50051,29967,408,422,4,20.28,60,0.13,1,0,1,0,0,704.24,0,1,0,0,1,0,0,0
ANLTHW,19,30671,7775,695,0,1,21.0,60,0.1,1,0,0,0,0,68.08,1,0,0,0,0,0,1,0
NSGVIO,27,28547,28105,624,17,4,2.54,60,0.18,2,0,1,1,0,278.07,0,0,0,1,1,0,0,0
M2CW3A,21,16000,5000,536,25,3,9.39,60,0.1,0,0,0,0,0,60.75,0,0,1,0,0,0,1,0
N9BI3E,56,38950,20489,728,363,1,7.89,12,0.55,0,1,1,0,0,119.51,0,0,1,0,0,0,1,1
O2097R,42,41310,18000,518,166,1,4.08,24,0.22,1,0,1,1,0,150.9,0,1,0,0,1,0,0,0
SK3HQT,45,33779,12974,543,245,1,18.27,36,0.12,0,1,1,1,0,178.51,0,0,1,0,1,0,0,0
3C5WP1,20,16000,7291,793,40,3,11.44,12,0.45,0,0,1,0,1,38.42,0,0,0,1,0,0,1,1
GAFJAU,43,31924,23875,446,236,2,6.45,24,0.42,0,0,1,1,0,270.41,0,1,0,0,0,1,0,1
481LDS,29,26268,9323,702,91,3,8.08,36,0.11,0,1,0,1,0,52.58,1,0,0,0,0,0,1,0
ZIQ65Y,25,19592,5681,657,62,3,8.3,36,0.11,0,1,1,0,1,41.17,1,0,0,0,1,0,0,0
HVGQ92,64,43883,9084,303,419,1,6.79,60,0.1,1,1,0,1,0,91.35,1,0,0,0,1,0,0,0
17OLYM,44,63833,24364,515,178,1,10.37,48,0.1,2,1,1,0,0,286.45,0,0,0,1,1,0,0,0
Q5TG25,19,16172,5000,602,24,2,23.26,36,0.1,0,0,1,0,0,49.87,0,0,1,0,0,0,1,0
ID3EIA,56,30052,29802,806,345,1,14.0,48,0.28,0,1,0,0,0,173.8,1,0,0,0,1,0,0,1
9KZV08,65,71338,34743,793,452,1,13.51,36,0.14,2,0,1,0,0,165.79,0,1,0,0,1,0,0,1
UWXO6D,29,51203,18635,620,16,1,13.51,24,0.19,3,1,1,1,0,156.75,0,1,0,0,1,0,0,0
FZ70CT,22,18909,6310,606,0,1,9.95,12,0.35,1,0,1,0,0,42.75,0,0,0,1,0,0,1,0
QMU5SQ,57,34868,8589,346,347,2,16.45,48,0.1,0,1,0,1,0,132.56,1,0,0,0,1,0,0,0
U7X5DG,55,36457,19280,637,329,2,19.44,48,0.11,0,0,1,0,1,202.56,0,0,1,0,1,0,0,0
ABYDOV,68,71807,72077,786,438,1,10.25,36,0.31,2,0,0,0,0,348.05,0,0,0,1,0,1,0,1
S46YO7,57,37222,16294,670,300,1,23.29,60,0.1,0,0,1,0,0,148.86,0,0,0,1,1,0,0,0
FDESPA,18,20807,7029,684,0,4,5.89,12,0.31,1,0,1,0,0,50.78,0,1,0,0,0,0,1,0
5E46J2,47,43967,33763,430,239,1,18.24,48,0.18,1,1,0,0,0,490.5,0,0,0,1,0,1,0,0
K4DVKY,58,36188,12564,500,299,4,2.85,48,0.1,1,1,1,1,0,181.62,0,0,1,0,0,1,0,0
ZBXPHQ,27,31767,15408,474,51,4,13.04,60,0.1,1,1,0,0,1,295.78,0,0,1,0,0,0,1,0
R33RDG,63,62487,22164,369,376,3,6.48,36,0.12,3,1,0,0,0,243.13,0,1,0,0,0,1,0,0
OY2NLI,59,35589,7997,361,360,4,20.69,48,0.1,0,1,1,1,0,177.59,1,0,0,0,1,0,0,0
IEG3NR,60,70158,12719,355,395,4,21.87,48,0.1,1,0,1,1,0,255.08,0,1,0,0,1,0,0,0
J1PFCZ,56,41611,6837,320,429,2,21.41,12,0.17,0,1,0,0,1,77.67,1,0,0,0,0,1,0,0
4A69O2,19,25381,5000,729,0,4,12.59,60,0.1,1,0,1,1,0,50.24,1,0,0,0,0,0,1,0
EM8U1M,60,34793,29332,812,419,3,23.78,60,0.19,0,1,1,0,0,256.14,0,0,0,1,1,0,0,0
DYGI62,61,48850,36171,670,329,3,17.06,36,0.22,1,1,0,1,0,435.45,0,0,1,0,0,1,0,1
LKV04J,28,27087,32896,843,74,3,23.91,36,0.41,0,1,1,0,0,356.43,0,0,0,1,0,0,1,1
2D0QI0,56,69646,72890,805,284,2,18.07,12,0.55,2,1,1,1,0,702.83,0,0,1,0,1,0,0,1
B7RSKH,69,47729,25330,709,406,2,7.12,12,0.47,1,1,1,0,0,154.05,1,0,0,0,1,0,0,1
0JM2ZM,31,45567,12611,609,45,2,13.09,48,0.1,3,1,1,1,0,141.58,0,0,1,0,1,0,0,0
C8YO66,19,18981,5000,613,0,3,5.58,60,0.1,1,1,0,0,1,47.31,1,0,0,0,0,0,1,0
3L1R0E,59,56283,14441,387,332,1,19.17,60,0.1,2,0,0,0,0,216.76,0,0,1,0,0,1,0,0
EX8CVS,53,44093,32382,805,332,2,4.74,48,0.17,1,1,1,1,0,141.4,1,0,0,0,1,0,0,1
L4CYAH,53,36995,20199,364,301,2,14.37,60,0.13,0,0,0,0,1,255.78,0,0,0,1,1,0,0,0
GP5CNP,33,36317,22455,828,68,3,21.23,60,0.12,3,1,0,0,0,204.85,0,0,0,1,1,0,0,0
Y5ZIY3,30,45259,24368,793,47,1,16.44,12,0.55,2,0,1,1,0,180.69,0,0,0,1,1,0,0,1
AS238Q,32,18014,5436,374,122,2,8.05,36,0.1,0,1,1,0,0,58.78,0,0,1,0,0,0,1,0
NGA2HA,37,30600,18728,532,130,1,3.48,60,0.12,1,1,1,0,1,199.92,1,0,0,0,0,0,1,0
OIGWZQ,27,28505,18922,654,48,2,6.37,24,0.37,1,1,1,1,0,126.97,0,0,1,0,0,0,1,1
27OMEI,63,31824,18493,837,407,1,6.05,60,0.13,0,1,1,0,0,81.64,0,0,1,0,1,0,0,0
FOVXBB,30,63757,19006,584,20,1,23.53,24,0.13,3,1,1,1,0,219.85,0,0,1,0,1,0,0,0
SSGXNT,21,23711,9412,838,55,4,13.55,36,0.14,0,1,0,0,0,63.64,0,1,0,0,0,0,1,0
PCZ0KC,20,16000,5000,343,37,2,23.53,12,0.36,0,0,1,0,0,69.1,0,1,0,0,0,0,1,0
7J8S0F,25,36000,17946,705,31,1,2.54,24,0.25,1,1,1,1,0,85.47,0,1,0,0,1,0,0,1
OF4629,47,41021,11983,347,332,3,10.75,60,0.1,0,0,1,1,0,158.87,0,0,0,1,1,0,0,0
BSY1DB,55,41243,9950,418,396,2,3.28,60,0.1,0,0,0,1,0,92.91,1,0,0,0,1,0,0,0
