ID,Edad,Ingresos,Monto_Inicial,Scoring_Crediticio,Meses_Empleo,Num_Creditos,Ratio_Interes,Duracion,Ratio_Deuda_Ingresos,Estudios,Posesion_Hipoteca,Personas_Cargo,Fiador,Impago,Prima,Tipo_Jornada_Laboral_Desempleado,Tipo_Jornada_Laboral_Jornada completa,Tipo_Jornada_Laboral_Tiempo parcial,Estado_Civil_Divorciado,Estado_Civil_Soltero,Cluster_KMeans,probabilidad_impago
CTQBKR,35,51452,24714,404,75,4,19.31,48,0.12,3,0,0,1,1,478.14,0,1,0,0,0,0,0.6268541484247061
4BM5MV,42,45948,52171,751,162,1,13.53,48,0.24,1,1,1,0,0,337.57,1,0,0,0,0,1,0.4573258191023916
OWNYEA,69,81289,41915,555,417,1,3.15,60,0.1,2,1,0,1,0,359.75,1,0,0,0,0,1,0.1408162269582232
GF7J00,47,29290,8916,461,265,3,23.11,12,0.29,0,1,0,1,1,133.03,0,1,0,0,0,0,0.5260564324956932
7AMCLD,27,38497,9715,710,61,1,5.02,24,0.11,1,0,1,1,0,32.02,0,1,0,0,0,0,0.34125711065082376
S1PH74,25,37559,22611,778,30,2,10.55,24,0.32,1,1,1,0,0,129.16,0,1,0,0,1,1,0.4876132005798167
NGDKVU,51,60777,25372,712,210,2,17.84,60,0.1,2,0,0,0,0,211.02,1,0,0,0,0,0,0.5313791761771328
KUFH73,37,44589,29391,769,141,3,18.67,60,0.13,1,0,0,1,0,219.51,0,0,1,0,1,0,0.5787817319796938
6ANDL6,35,64745,13146,368,106,1,16.61,60,0.1,2,1,0,1,0,218.72,0,0,0,0,1,0,0.5651049641631033
M9UWPM,26,36678,16306,705,9,3,24.41,36,0.15,2,1,0,1,0,141.4,0,0,0,0,1,0,0.7308285338050886
A1E9CU,18,16000,5000,318,0,1,10.44,36,0.12,0,1,0,0,0,45.25,0,0,0,0,1,0,0.688135476615002
QHHLZK,39,37073,23665,836,169,1,13.46,12,0.55,0,0,0,1,0,120.0,1,0,0,0,1,1,0.4686256303222232
P0R3P7,55,47725,26366,586,292,2,9.38,48,0.13,1,0,0,0,0,215.96,0,1,0,0,0,0,0.29997951862457184
24LV40,51,58819,37872,475,238,1,16.67,36,0.19,3,1,1,1,0,589.37,0,0,0,1,0,1,0.35838072468958077
P8PSND,24,21315,5000,405,22,4,4.65,24,0.11,1,1,1,1,0,55.85,1,0,0,0,1,0,0.521908493892336
AD289T,22,17550,5000,488,29,1,11.04,36,0.1,0,1,1,0,0,49.97,0,0,0,0,1,0,0.6001872049227986
OU260E,24,36585,6733,559,9,2,6.55,12,0.19,2,0,1,1,0,38.43,1,0,0,0,1,0,0.5191630268495131
9TCQ5R,50,58053,33072,826,256,1,24.32,60,0.12,1,0,1,1,0,214.18,0,0,1,1,0,0,0.46308812046025677
IY45CD,64,46465,11239,412,539,2,13.23,24,0.12,0,0,1,1,0,121.84,0,1,0,0,0,0,0.22218191392839334
0XUW9O,22,26637,5000,642,10,3,20.77,12,0.21,1,0,1,1,0,51.9,0,0,1,0,1,0,0.7153101007209045
ETLQH1,24,33135,6634,601,11,4,18.23,36,0.1,2,0,1,1,0,90.85,1,0,0,0,1,0,0.7169005850082024
CMQKHM,63,39532,25464,531,483,2,22.53,60,0.14,0,0,0,0,0,394.33,1,0,0,1,0,0,0.5210031976613475
9LPVEV,30,51796,25845,575,25,2,8.84,24,0.26,3,1,0,1,0,250.74,0,0,1,0,1,1,0.47616625995893985
0X3Q5G,34,44277,35962,791,86,3,9.19,36,0.29,2,1,1,0,0,235.57,0,0,0,0,0,1,0.44278615880993866
DXDGT5,19,16255,5000,451,28,3,20.6,36,0.1,0,1,0,0,1,81.48,0,0,0,0,1,0,0.8092123431476118
QLQ2AY,52,59130,31697,698,230,1,3.21,12,0.51,2,1,1,0,0,237.06,0,1,0,0,1,1,0.17661175469043863
811RHV,66,80837,16129,370,424,4,8.71,12,0.19,2,1,0,0,0,179.98,0,0,1,0,0,1,0.28437590411033514
ZM6672,62,39138,23132,817,459,3,13.12,24,0.34,0,1,0,1,0,166.03,0,0,1,0,1,1,0.24804263481373898
5VIP04,48,66342,22457,542,288,1,17.69,60,0.1,2,1,0,1,0,386.47,1,0,0,0,0,0,0.4781491727370466
2AQT7A,43,60184,19152,303,198,4,10.53,24,0.18,2,0,0,0,0,216.11,0,0,1,1,0,0,0.546463091383492
HUCWOE,36,30612,25957,658,214,4,4.46,36,0.24,0,1,1,0,0,218.4,0,1,0,0,0,0,0.34593462821908477
7NYB7G,56,32112,16850,475,353,2,15.81,12,0.55,0,1,0,1,0,286.39,0,0,0,1,0,1,0.3540777905771493
VTJGMM,67,62353,22825,615,360,3,22.07,12,0.4,2,0,0,1,0,294.7,0,1,0,0,0,1,0.3296896729143267
WR4QFQ,54,32776,9853,373,339,4,18.07,48,0.1,0,1,0,1,0,199.56,0,0,0,0,0,0,0.4587890725012635
VBM78F,59,27279,7526,822,338,4,14.21,60,0.1,0,0,0,0,0,54.15,1,0,0,0,0,0,0.4140487328535142
RALH9J,23,26711,12703,849,22,1,23.8,48,0.1,1,0,0,1,0,69.25,0,0,0,0,1,0,0.7213074017624583
AI9JDW,25,30020,12786,418,35,1,16.16,12,0.47,1,1,1,0,0,220.86,0,0,0,0,0,1,0.6594735616713746
VUXVH3,65,56532,8478,393,404,1,10.28,36,0.1,1,1,1,1,0,90.04,0,0,0,0,0,0,0.19076519089793137
JNWP1H,48,41669,38198,733,318,3,10.24,12,0.55,0,1,0,1,0,303.04,0,1,0,0,0,1,0.28207050332893824
DWP562,55,55704,33967,807,322,4,18.41,60,0.13,1,0,1,1,0,324.3,0,0,1,1,0,0,0.3762534891302542
6WKM74,30,52442,30864,836,59,2,3.3,24,0.27,2,1,1,1,0,133.91,0,0,1,0,0,1,0.3136437689824899
3GPZSV,28,50923,17163,386,44,4,24.59,24,0.17,2,1,0,0,0,305.3,0,0,1,0,1,0,0.8177294360699183
C9TYYM,20,23612,7312,648,0,2,20.97,48,0.1,1,0,0,1,1,72.8,0,0,1,0,1,0,0.7522413034097115
2JNJT3,27,30157,5000,413,22,2,13.47,24,0.1,2,0,0,1,0,51.2,0,0,0,0,1,0,0.619519766504019
ULBE4F,22,19792,5000,398,9,2,17.17,12,0.26,1,1,0,1,0,69.11,0,0,0,0,1,0,0.6936489751697003
82OVKE,47,38099,17889,600,274,4,14.52,60,0.1,0,0,1,0,1,239.27,0,0,1,0,0,0,0.48857368085195135
EFEIG4,47,34671,25057,799,319,4,12.16,36,0.24,0,1,1,0,0,207.89,1,0,0,1,0,1,0.42616580954011635
10Q03N,65,52448,19809,406,495,2,15.93,48,0.1,0,1,0,1,0,249.52,0,0,0,0,0,0,0.29676671725891973
OR4J2A,28,37774,15989,619,39,1,19.22,12,0.47,2,0,1,0,0,178.89,0,0,1,0,1,1,0.6781466533535412
BZIU8Z,20,19271,5000,389,31,4,19.45,36,0.1,0,0,0,0,0,78.54,0,1,0,0,1,0,0.7951365197595759
NYEIU1,47,67567,37867,618,203,2,12.07,24,0.25,2,0,0,1,0,327.76,0,0,0,1,0,1,0.37862562540407463
6WXVTA,57,50311,15418,591,316,1,24.94,36,0.11,1,1,1,1,0,194.3,0,0,0,0,0,0,0.41569674362411635
VQIG4H,25,23595,5905,461,35,2,13.32,60,0.1,1,1,1,0,0,95.11,0,1,0,0,1,0,0.5851074508520322
W3JQGO,25,36666,10133,358,28,1,3.81,12,0.25,1,1,0,1,0,71.99,1,0,0,0,1,0,0.4985704157417867
BP1QLW,24,33616,5000,304,19,4,11.31,12,0.16,1,1,0,0,0,54.13,0,0,0,0,1,0,0.694493891172034
6HVF2K,42,38954,20320,354,186,4,24.47,60,0.11,0,1,0,0,0,456.5,0,1,0,0,0,0,0.686587689832581
SELDZR,52,53938,34814,731,347,3,18.99,24,0.32,1,0,1,0,0,354.66,0,0,1,0,0,1,0.4735581821175923
DS9CP6,18,18534,5000,747,0,2,18.95,24,0.14,0,1,0,1,0,32.71,0,0,0,0,1,0,0.7013705072309407
CWLU3P,24,22397,5000,691,9,2,5.08,24,0.1,1,0,1,0,0,22.09,0,0,1,0,1,0,0.5031671545690998
W4ZS1D,41,46074,17096,819,171,2,7.0,36,0.11,1,1,1,0,0,70.53,0,0,0,0,1,0,0.3290797627770577
F975NS,54,32946,13660,552,410,2,4.41,24,0.18,0,1,1,1,0,98.97,0,0,0,0,0,0,0.1897132053161526
JSEILX,37,24252,15422,570,141,4,9.25,24,0.32,0,0,1,0,0,193.02,0,1,0,0,1,0,0.4469594686231169
NFGYM8,62,48449,20214,564,389,1,2.15,36,0.16,1,0,1,0,0,131.06,0,0,0,0,0,0,0.16767976462289783
CX2T33,24,24011,5000,624,17,3,20.98,24,0.11,1,1,1,1,1,57.89,0,0,1,0,1,0,0.6844285071568265
R0I5ZW,18,16000,5000,402,9,4,5.54,12,0.27,0,1,0,1,0,52.85,0,1,0,0,1,0,0.5416064125025906
O0K664,30,43194,12439,647,38,3,9.83,12,0.27,3,1,0,1,0,100.58,0,1,0,0,1,1,0.4420136556215471
TPVMUY,68,71094,30952,520,374,3,10.64,48,0.1,2,0,0,1,0,372.86,0,1,0,0,0,0,0.19691209978653834
6SPIY9,64,64974,24640,388,385,4,24.28,24,0.18,3,0,0,0,0,397.25,1,0,0,0,0,0,0.5953710766781947
XKZPWF,28,41998,18780,432,48,3,6.1,36,0.15,1,0,0,0,1,159.8,0,1,0,0,0,0,0.5281537893864556
FZSQDH,19,28300,5000,373,0,3,4.6,12,0.19,1,1,1,0,0,46.4,0,0,0,0,1,0,0.5760061487523302
KCJFMK,69,60485,30029,794,478,4,16.82,48,0.11,1,1,0,1,0,262.84,1,0,0,0,0,1,0.28884236619405923
MVM50L,66,31593,24481,764,407,4,20.43,24,0.37,0,0,1,1,0,213.58,0,0,1,0,1,1,0.3197688812104343
X6IBYR,23,22722,5000,305,0,4,19.36,24,0.11,1,1,1,0,1,97.81,0,0,0,0,1,0,0.7705436435641453
EHWCEF,67,46841,17840,507,345,4,4.69,60,0.1,1,1,1,0,0,288.86,1,0,0,1,0,0,0.21039935117808983
UYOVYY,29,34262,27477,670,60,4,18.64,36,0.24,2,0,1,0,0,356.84,0,1,0,0,0,1,0.6503519130233203
F3T2R1,57,50764,11089,497,351,1,7.26,60,0.1,1,1,1,0,0,125.37,0,1,0,1,0,0,0.20806281108786975
1TD25M,39,48360,9590,352,130,2,21.12,36,0.1,2,1,1,1,1,160.76,0,0,0,0,1,0,0.5763623945586495
OMFBRP,40,55860,19310,496,119,3,23.85,36,0.12,2,0,1,0,0,328.73,0,0,0,1,0,0,0.6824412958832463
22FQ7B,28,28404,22139,800,44,3,15.18,60,0.15,1,1,1,0,0,175.66,1,0,0,0,0,0,0.6357534422583923
GJ3P9J,61,37221,21501,816,446,4,16.28,60,0.11,0,1,0,0,0,191.73,0,0,0,0,0,0,0.3620907304737688
81LCWI,34,57567,30342,414,101,2,12.26,48,0.12,2,0,0,1,1,368.97,0,0,0,0,0,0,0.5383326962522996
M753ZE,22,23507,5000,362,8,3,16.72,24,0.12,1,1,0,0,1,76.74,1,0,0,0,1,0,0.7894246241807785
I4UM4A,49,48964,45546,670,221,4,16.44,48,0.22,1,1,0,0,0,681.54,0,0,0,0,0,1,0.49580049221563566
YKT1CU,29,50771,24334,319,52,1,11.3,48,0.12,2,0,0,0,0,225.99,1,0,0,0,1,0,0.6723171381481112
D1E1D4,56,58908,27320,749,342,3,23.19,36,0.17,2,0,0,1,0,213.12,0,0,0,1,0,1,0.465151128721068
RRIPB5,30,30377,7321,605,77,3,9.06,24,0.12,1,0,1,0,0,53.77,0,0,0,0,0,0,0.5329122056736972
3BKXAY,31,41549,16814,403,63,2,4.64,48,0.1,2,1,1,1,0,187.2,0,0,0,0,0,0,0.3829363332348653
CXP8PP,58,24064,9840,370,363,1,16.72,60,0.1,0,0,0,0,0,134.73,0,0,1,0,0,0,0.4513040176450533
O47AGD,30,24176,26056,778,150,1,7.17,60,0.2,0,1,1,0,0,125.9,0,1,0,0,0,0,0.3757518964447024
DNERQW,47,39271,23827,526,206,2,11.72,60,0.13,1,1,1,1,0,349.87,0,0,0,0,0,0,0.33189862607958526
6ELSBH,52,65541,22200,751,213,4,17.08,48,0.1,2,0,1,0,0,190.77,0,1,0,0,1,0,0.4047278318175731
DXTY7V,22,25755,5000,405,0,2,21.7,24,0.1,1,1,1,1,0,71.38,0,1,0,0,1,0,0.6809065262493382
MPX6KK,38,55758,46102,821,140,2,21.0,60,0.17,2,1,0,1,0,352.29,1,0,0,0,0,1,0.5932032734565968
8LHNH3,24,20372,5000,681,17,4,11.93,12,0.21,1,1,0,0,1,37.95,0,0,0,0,0,0,0.6488009944219957
YYLMJ7,20,19777,5855,770,0,3,23.61,48,0.1,1,0,1,0,1,44.45,0,0,0,0,1,0,0.7909371482417439
OJPV65,40,37950,19885,509,191,1,15.7,12,0.55,0,0,1,0,0,282.06,0,1,0,0,0,1,0.48238520193889334
M9YO7A,68,30204,19976,692,397,3,10.45,12,0.55,0,1,0,0,0,187.11,0,0,0,1,0,1,0.2303333320036717
8PLXV9,60,41199,20409,519,332,1,16.17,36,0.19,0,0,0,0,0,230.22,0,1,0,0,0,0,0.34900306437306994
DPR2M4,63,43667,12799,634,387,1,2.61,36,0.1,0,1,0,0,0,69.09,1,0,0,0,0,0,0.1957777883199991
CL4KF0,45,89147,51041,665,161,3,20.19,36,0.19,3,1,0,1,0,538.91,1,0,0,0,1,1,0.5563451770974372
RPQE8Z,31,31411,5364,308,74,4,7.98,60,0.1,1,1,0,1,0,71.73,0,0,0,1,0,0,0.5201718239356925
Y0IGVQ,47,50358,6317,374,225,1,8.94,48,0.1,2,0,1,1,0,65.32,0,0,1,0,0,0,0.32912786315855574
JWZG0F,30,29770,17014,814,61,4,2.98,48,0.15,2,1,1,1,0,98.46,0,0,0,0,0,0,0.3349335659135134
B77PCI,64,49309,39781,804,341,3,11.51,36,0.3,1,0,1,1,0,264.98,0,0,0,0,0,1,0.20256362957237412
HELIH3,39,33988,12589,358,199,2,15.59,60,0.1,0,0,1,1,0,171.92,0,0,1,0,1,0,0.5220609254969866
XAUCR7,58,79213,42048,570,371,2,9.18,60,0.1,2,0,0,1,0,411.55,1,0,0,0,0,1,0.29767490013034287
AVEV0K,25,25784,16549,839,30,2,14.12,48,0.15,1,1,0,0,0,88.71,0,0,1,0,1,0,0.6279303681315325
J262B7,18,17648,5976,709,0,3,7.33,36,0.12,1,0,1,0,1,30.29,1,0,0,0,1,0,0.6418559634709511
XUHH0F,35,35250,14830,315,102,2,10.05,12,0.43,1,0,0,1,1,150.8,1,0,0,1,0,1,0.5496782543791436
1XXP09,27,32541,25475,745,57,4,6.34,60,0.17,1,1,1,0,0,189.35,0,0,1,0,1,0,0.49557803405061934
207FW8,47,44886,29579,553,257,1,12.18,48,0.17,1,0,1,1,0,289.08,0,0,1,0,0,0,0.349204008474211
10Y5IW,31,48359,10426,380,31,3,17.22,36,0.1,3,0,0,1,0,163.27,0,0,1,1,0,0,0.6651743086862498
7J7OPU,25,25001,10368,454,22,3,19.75,60,0.1,1,1,1,0,0,241.02,1,0,0,0,0,0,0.7662656078291441
AM43RP,36,28040,12367,347,217,1,23.96,12,0.46,0,1,0,0,0,181.33,0,0,0,0,0,1,0.7228022768908462
TRZYVE,60,43582,26491,838,427,3,24.35,60,0.13,0,0,1,1,0,214.62,1,0,0,0,0,0,0.4410112980561453
GUK68Q,49,43322,20206,429,271,3,13.57,24,0.23,1,0,0,1,0,273.34,0,0,1,0,0,0,0.440296897925683
4RO42R,18,16000,5000,652,16,1,24.97,60,0.1,0,1,1,0,1,48.33,1,0,0,0,1,0,0.8209366587590575
TFOXFC,31,50636,27203,833,77,1,24.73,24,0.25,2,1,0,1,0,158.95,0,1,0,0,0,1,0.6064898862947006
7BFC9Q,24,24629,5000,344,30,4,18.07,24,0.1,1,0,1,0,0,79.88,1,0,0,0,1,0,0.7936013892513155
YG5YCO,19,16641,5000,536,9,3,6.12,36,0.1,0,1,0,0,0,50.83,1,0,0,0,1,0,0.6558723317923658
BRH8PD,18,16303,9093,783,0,4,4.14,48,0.16,0,1,1,0,0,51.87,0,1,0,0,0,0,0.48356920824350946
UV7FY6,39,41477,14148,833,155,3,19.47,36,0.12,1,0,1,1,1,92.37,0,0,1,0,0,0,0.5210846263414474
IFC13S,29,32211,32503,787,39,2,18.81,12,0.55,2,1,0,0,0,268.92,0,0,0,0,1,1,0.6607870184882139
BGMVMM,23,20688,7511,625,34,3,12.01,12,0.32,0,0,1,0,0,73.03,0,1,0,0,1,0,0.5943725006623167
HGUX33,25,36565,10519,432,31,2,6.02,12,0.27,1,0,1,1,0,77.63,0,0,0,0,1,0,0.47712869003503305
VDWFJO,40,43162,12296,624,130,1,8.47,24,0.14,1,1,1,1,0,81.08,0,1,0,0,0,0,0.27568627092010956
SW2RZ7,45,30758,8544,307,241,1,19.49,24,0.16,0,1,1,1,0,106.98,0,1,0,1,0,0,0.4370071818584215
8349T2,36,37244,29934,732,173,3,12.51,48,0.23,0,0,1,0,0,245.69,0,0,0,0,0,1,0.5122445733126754
WVEW41,56,73900,26937,445,241,2,14.56,36,0.12,3,1,1,0,0,399.85,0,1,0,0,1,0,0.3257963162679264
O4F90Z,67,41611,7072,423,417,1,6.48,60,0.1,0,0,1,1,0,62.71,0,0,1,0,0,0,0.16186382536340907
T3L5K6,32,47266,38038,731,72,1,13.29,48,0.21,2,1,1,0,0,310.17,0,0,0,0,0,1,0.5047845978959705
PH8RMS,52,25645,20300,774,361,3,21.14,24,0.38,0,1,0,1,1,164.25,0,0,1,0,0,1,0.451155872634851
XPWNFH,61,61000,19792,357,386,2,6.67,48,0.1,2,0,0,0,0,175.77,0,0,0,1,0,0,0.2843678136256478
8WBTYP,64,59752,41414,831,419,3,21.47,36,0.26,1,1,1,0,0,376.57,0,1,0,1,0,1,0.3129871288499799
3O4NCT,43,60079,50032,784,169,3,8.4,60,0.19,1,0,1,1,0,284.72,0,1,0,0,0,1,0.2785987792932589
DR9OO2,62,26637,6822,353,325,4,4.04,24,0.14,0,0,0,1,0,57.66,0,1,0,0,0,0,0.19240782330678322
41JYN3,58,43920,23496,524,389,2,4.14,48,0.13,1,1,1,1,0,259.7,0,0,0,0,0,0,0.16869731674775632
JX3QPB,21,25051,5364,500,0,4,22.04,24,0.1,1,1,1,1,0,103.86,1,0,0,0,0,0,0.7768975492575889
ZJCPT0,28,48781,38981,801,0,2,19.09,60,0.17,3,1,1,1,0,340.84,1,0,0,0,1,1,0.6173242271504359
9ONGM6,43,59013,50191,431,189,2,15.93,24,0.48,2,1,1,1,0,800.0,0,0,0,0,0,1,0.44320405200338475
LWYFXW,49,51697,26874,327,288,1,2.81,60,0.12,1,1,1,0,0,296.91,0,1,0,0,1,0,0.23168392670358998
8S1O77,60,84298,36382,701,330,1,10.22,12,0.45,3,0,1,0,0,208.2,0,1,0,0,0,1,0.21554534298214129
YI6C1E,50,40925,20817,780,217,2,22.04,24,0.22,1,1,0,1,0,137.48,1,0,0,0,0,1,0.5039065659514129
PEZ60O,54,32650,19686,597,267,3,23.34,24,0.31,0,0,1,0,0,298.41,0,1,0,1,0,1,0.4892780572526541
V6RBJK,63,59993,33771,535,333,4,3.28,12,0.49,2,0,1,1,0,467.77,1,0,0,0,0,1,0.19117481874404524
L0TWJ1,56,43457,37621,712,358,4,8.14,36,0.25,0,0,0,0,0,240.46,1,0,0,0,0,1,0.36420359552479903
KGDU2R,46,36401,31644,795,291,3,5.17,48,0.23,0,0,0,1,0,143.28,0,1,0,1,0,1,0.24442513145029918
KG69K9,35,35321,14327,730,145,3,11.07,12,0.39,1,0,1,0,0,84.82,0,0,1,0,0,1,0.5050860205413801
BCOY3V,20,28025,5000,521,0,3,15.14,36,0.1,1,0,1,0,0,72.93,0,1,0,0,1,0,0.6828539520293123
IBC7P8,43,77420,50472,641,175,1,15.43,48,0.18,2,1,0,0,0,456.79,1,0,0,0,0,1,0.5369257629407479
9X79UY,28,46375,46438,635,31,4,13.91,36,0.31,2,0,0,0,0,661.85,1,0,0,0,1,1,0.7120930207514988
RY1ID9,26,21478,14916,604,25,1,14.11,36,0.21,1,0,1,1,1,133.53,0,0,1,0,1,0,0.5616021213191706
IG2VTR,25,38482,7129,530,33,2,21.08,36,0.1,1,1,1,0,0,110.56,0,0,0,0,1,0,0.7256269975207689
CSRITT,60,74345,50240,644,360,2,3.58,36,0.2,2,0,0,1,0,342.72,0,0,1,1,0,1,0.18176144383876733
AFIY7U,33,38380,18351,735,84,2,11.62,12,0.51,2,0,1,0,0,127.84,0,0,0,0,0,1,0.5074860956686724
R1PSVZ,26,21338,11234,830,78,4,24.37,48,0.12,0,1,0,1,0,88.85,0,0,1,0,1,0,0.7337382859154228
2F0BF1,66,64033,12965,389,432,4,21.5,24,0.1,1,0,1,0,1,225.87,0,1,0,1,0,0,0.3999612776208356
399S0Q,37,61970,12179,511,125,2,20.77,24,0.1,2,0,1,0,1,162.34,0,1,0,0,1,0,0.6063764274924046
1ICOU4,25,21104,5145,506,29,3,11.9,12,0.26,1,1,1,0,0,60.14,0,0,1,0,1,0,0.6210265351834887
UD7X7Q,61,28452,19601,738,357,1,21.8,60,0.14,0,0,0,1,0,138.32,0,1,0,0,0,0,0.3314433687584798
IOIYPZ,61,55066,40893,664,351,1,16.08,60,0.14,1,0,0,1,0,347.21,1,0,0,1,0,0,0.33918906258412257
L2NWZ0,41,34401,20682,782,204,3,8.56,36,0.2,1,0,1,0,0,116.57,1,0,0,0,0,0,0.43946907792668916
VEQCW5,43,40704,15861,581,208,4,2.47,36,0.15,0,0,0,0,0,123.23,1,0,0,0,0,0,0.4139936146389388
0QFP3P,42,56795,25505,847,199,3,13.17,48,0.12,1,1,0,1,0,169.07,1,0,0,0,0,0,0.44384528078906466
8BXB8W,20,22677,5000,342,14,3,14.93,48,0.1,0,0,1,1,1,75.12,0,0,0,0,1,0,0.6888695750422065
O7PR8A,43,68616,45764,596,145,4,5.05,60,0.12,3,1,1,0,0,633.94,0,0,1,0,0,1,0.3543074755045271
IUJ8UD,21,16000,5000,438,0,4,23.76,36,0.1,1,1,0,0,0,101.24,0,0,1,0,1,0,0.8425643371580024
WMP2M6,43,50806,53711,815,228,4,15.35,36,0.39,1,0,1,1,0,457.79,0,0,1,0,0,1,0.4371663327550826
E67QVT,69,75629,43230,386,506,2,22.13,60,0.1,1,0,1,1,0,752.26,1,0,0,1,0,0,0.3786998443717715
RSYM6B,42,30581,5807,399,165,3,20.57,36,0.1,1,1,0,1,0,98.18,0,0,1,0,0,0,0.5962518194223516
EUQSUY,60,37864,13324,352,366,4,24.53,36,0.1,1,0,0,0,0,228.01,0,0,0,1,0,0,0.5950144034982792
ZFVZ1F,43,29458,27328,625,176,2,22.69,60,0.2,0,0,1,1,0,371.12,0,0,0,0,1,0,0.5462087091528227
SSXTDN,37,53151,42662,768,95,3,19.02,48,0.19,3,0,0,1,0,301.85,0,0,0,0,0,1,0.575619367030459
OIVWZY,44,30254,15167,723,217,4,14.74,48,0.14,0,1,0,0,0,129.04,0,0,0,0,0,0,0.506892398045588
BY31SS,69,36381,10134,618,388,4,19.76,12,0.28,0,1,0,1,0,118.3,0,0,0,0,1,1,0.3130714194213204
PPV8KY,23,17551,10750,783,41,2,19.66,24,0.31,0,1,1,0,1,83.02,1,0,0,0,1,0,0.7248188404594751
9JOFY0,25,31731,11025,573,16,4,14.07,24,0.15,1,1,0,1,0,138.86,0,0,0,0,1,0,0.6281885757125794
J22DTC,44,64479,47266,769,202,2,6.63,24,0.38,3,1,1,0,0,249.59,0,0,0,0,0,1,0.3060183895445123
P6DQWO,22,20972,5000,447,0,4,5.39,36,0.1,1,0,1,0,0,53.89,1,0,0,0,1,0,0.6333681990749048
3E6IH3,56,35872,10842,579,305,3,6.53,60,0.1,0,1,0,0,0,103.09,1,0,0,0,1,0,0.324883506599171
75PIJV,34,43919,7636,305,59,1,22.27,48,0.1,3,0,1,1,0,110.71,0,1,0,0,0,0,0.6113933336224636
97MO20,41,30398,24831,469,197,4,22.9,48,0.19,0,1,1,1,0,550.67,0,1,0,1,0,0,0.5513556564405903
NMWCCG,30,40371,24936,536,59,1,21.52,48,0.17,2,1,0,1,1,362.77,0,1,0,0,0,0,0.614377642592523
RWYJHU,23,19292,7569,824,0,3,7.62,24,0.2,1,0,0,0,1,30.35,1,0,0,0,0,0,0.6226138534396407
UTQ2T1,31,43417,16986,420,92,1,10.03,48,0.1,1,0,0,1,1,143.56,0,0,1,0,1,0,0.5216818813343512
1H5AGG,61,42653,20239,569,376,3,3.3,36,0.14,0,0,1,0,0,150.45,0,0,0,0,0,0,0.2033388354735477
FQDHNE,19,17287,5000,364,8,1,21.13,36,0.1,0,1,1,0,0,70.3,0,1,0,0,1,0,0.7427131726348947
Z4FILT,55,36397,23512,760,305,4,23.55,48,0.15,0,1,0,1,0,187.16,0,0,1,0,0,0,0.48152022226527136
5EDAAJ,32,32599,22581,823,127,1,4.87,48,0.17,0,1,0,1,0,74.71,0,0,1,0,1,0,0.3442744511317682
SK6LJK,50,32050,10807,650,266,2,11.8,36,0.13,0,1,1,0,0,71.29,1,0,0,0,0,0,0.38928655617936325
VDA1AC,38,54765,21988,409,146,1,10.37,12,0.35,2,0,0,0,0,198.55,0,0,0,0,0,1,0.5189217890927332
HWLF5T,67,39202,7858,366,530,1,18.12,60,0.1,0,0,1,0,1,121.34,0,0,0,0,1,0,0.34658186092935905
6VD3Q0,55,51981,30122,525,241,4,21.2,36,0.2,3,1,0,0,0,722.98,1,0,0,1,0,1,0.5802933508096751
J3VGZ5,67,55918,16405,525,432,1,17.25,36,0.11,1,1,0,0,0,220.52,0,1,0,1,0,0,0.28253112880078524
C08NW2,44,34714,16148,700,217,2,11.85,24,0.24,1,0,0,1,0,78.38,0,0,1,0,0,0,0.39998221879889406
EY7QH4,55,39837,10622,405,266,2,5.52,12,0.27,0,0,1,1,0,75.98,0,1,0,0,0,0,0.19659886465559945
DSGSKD,60,74436,19525,373,331,1,7.9,60,0.1,2,0,0,0,0,176.99,0,1,0,0,0,0,0.2590684805348337
HOAI6M,27,51822,32482,732,9,4,7.68,48,0.18,3,0,0,0,0,191.22,0,0,1,0,1,1,0.5831882819248031
U4HCYJ,45,40539,20248,553,207,3,14.19,60,0.11,1,0,1,0,0,290.46,0,1,0,0,0,0,0.43986271070590716
5AA4VK,52,33117,18169,684,350,1,16.28,24,0.27,0,0,1,1,0,142.29,0,1,0,0,0,1,0.29839790677719524
R3O3FY,26,50438,36295,653,28,3,9.57,60,0.15,2,0,0,0,0,287.74,0,0,0,0,0,0,0.6112443789313479
62XZAI,68,34440,15602,578,406,2,23.58,48,0.12,0,1,1,0,0,224.24,0,0,1,0,0,0,0.3851805147650814
YOWXP3,39,36338,24057,466,191,1,22.77,48,0.17,1,1,0,0,0,339.46,1,0,0,0,0,0,0.707171282600571
MOMGSM,47,44305,15597,402,200,2,9.52,12,0.32,1,0,0,0,1,152.0,0,1,0,0,1,1,0.39450988500201345
K7LWH6,55,87800,32531,540,249,2,19.34,24,0.17,3,0,1,1,0,447.77,0,1,0,1,0,1,0.3486968775933317
JCBEJG,26,19009,5000,370,82,1,20.74,60,0.1,0,0,0,1,0,65.12,0,0,0,0,1,0,0.7231401416648495
71RFFL,18,16179,5000,343,9,1,13.96,24,0.18,0,0,1,1,0,46.62,0,1,0,0,0,0,0.6199049862258668
MSFJU8,46,64854,48663,433,223,2,10.16,24,0.37,1,0,1,0,0,614.95,0,0,0,0,0,1,0.4139796122882268
P561EA,56,35018,17377,681,365,3,6.37,36,0.17,0,1,1,1,0,106.06,0,0,0,1,0,0,0.192935482936177
